"","Name","Type","Lead","Date","Length","Tests","Active (Verified / Fixable)","Accepted","All","Duplicates"
"                                                                                                                              View                                                                                                                                                             Edit                                                                                                                                                           Copy                                                                                                                                                                                                                       Close                                                                                                                                                                                                                                                                                      Add Tests                                                                                                                                                                                                                            Import Scan Results                                                                                                                                                                                                                      View Active Findings                                                                                                                                                          View Active and Verified Findings                                                                                                                                                          View Mitigated Findings                                                                                                                                                                View Accepted Findings                                                                                                                                                                View All Findings                                                                                                                                                                                           Engagement Report                                                                                                                                                                                                                      Delete Engagement","Labs Security Testing","CI/CD","Admin User (admin)","1st December  - 1st December","1 year","4                                                                                                                                                                                                           Recent tests                                                              (last 7 days)                                                                                                                                                                                 Semgrep Pro JSON Report, Dec. 1, 2025, 8:15 p.m.                                                                                                                                                                                     Trivy Operator Scan, Dec. 1, 2025, 8:15 p.m.                                                                                                                                                                                     Nuclei Scan, Dec. 1, 2025, 8:15 p.m.                                                                                                                                                                                     Anchore Grype, Dec. 1, 2025, 8:15 p.m.                                                                                                                                                                               View all 4 tests...","68 (0/0)","0","68","0"

